product_code,product_name,category,disposition,review_reason,approval_action,product_id,warehouse_id,gap,expected_adjustment_sum,actual_stock,proposed_quantity_change,correction_id,reason_breakdown,as_of_day
PC082,三角皮帶 C-82,V-Belts,actionable,,,3a280341-b79a-5662-94e6-e2b895328977,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-55,30,85,55,09435e0e-ff0d-5f77-8808-4a2e89676b3c,"SALES_RESERVATION=-2971, SUPPLIER_DELIVERY=3001",2026-04-17
VB052,齒型皮帶 B-52,Variable-Speed Belts,actionable,,,473beaa1-fc4f-5338-984f-25cc81f8bd52,26c77257-0dee-5c1a-a0aa-62ffa0603a01,55,162,107,-55,166adc74-7a7a-5791-bc9f-16b2294c898e,"SALES_RESERVATION=-78, SUPPLIER_DELIVERY=240",2026-04-17
PSPB-1720 OH,SPB-1720 OH,V-Belts,actionable,,,7b48f619-f369-57b8-8102-203273a98f82,26c77257-0dee-5c1a-a0aa-62ffa0603a01,55,141,86,-55,59d58122-38f0-56f8-83a3-da4549265635,"SALES_RESERVATION=-8, SUPPLIER_DELIVERY=149",2026-04-17
VB044,齒型皮帶 B-44,Variable-Speed Belts,actionable,,,d1eddb02-b676-513d-ba75-f4f90e819799,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-55,-17,38,55,2b65fb1d-fddd-54dc-9569-01aa12b8b119,"SALES_RESERVATION=-314, SUPPLIER_DELIVERY=297",2026-04-17
PB198,三角皮帶 B-198,V-Belts,actionable,,,0681c590-3410-5a5d-aa96-931034ca933f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-54,-39,15,54,0887ae08-aebd-5083-8b04-5ca9bbcbd300,"SALES_RESERVATION=-59, SUPPLIER_DELIVERY=20",2026-04-17
PM021.5,三角皮帶 M-21.5,V-Belts,actionable,,,94244be2-2448-5be3-8185-43d77c293ad0,26c77257-0dee-5c1a-a0aa-62ffa0603a01,54,185,131,-54,b2b96ac3-f79e-532f-9d80-ada71e0b63bc,"SALES_RESERVATION=-322, SUPPLIER_DELIVERY=507",2026-04-17
RA041-6,日本齒帶 A-41,Timing Belts,actionable,,,9c5da775-0340-5ead-b1e6-e28e716adc52,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-54,-36,18,54,978195e2-de41-597d-9f93-c701e1840ddc,"SALES_RESERVATION=-1238, SUPPLIER_DELIVERY=1202",2026-04-17
PC095,三角皮帶 C-95,V-Belts,actionable,,,a72ac137-497c-5f6a-8935-c297b7374a4b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-54,23,77,54,beed15f8-25eb-530b-8456-27008d324ef3,"SALES_RESERVATION=-3567, SUPPLIER_DELIVERY=3590",2026-04-17
PC157,三角皮帶 C-157,V-Belts,actionable,,,c75277b0-c9b1-5ad3-abee-526d52dc7ad1,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-54,-7,47,54,97c588fc-9de3-51a2-9d79-5fcd9c58c42f,"SALES_RESERVATION=-537, SUPPLIER_DELIVERY=530",2026-04-17
PB164,三角皮帶 B-164,V-Belts,actionable,,,d086a52c-f1b3-54fb-8984-59a3abe4684f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-54,-8,46,54,13157251-c762-569d-8457-d1930454ea15,"SALES_RESERVATION=-346, SUPPLIER_DELIVERY=338",2026-04-17
P3V-1080  OH,P3V-1080  OH,V-Belts,actionable,,,f38e27bb-51db-51f7-a60d-234671488050,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-54,-28,26,54,d280b8a5-4ea6-53c3-9ee0-cb5dda1b872e,"SALES_RESERVATION=-98, SUPPLIER_DELIVERY=70",2026-04-17
PC125,三角皮帶 C-125,V-Belts,actionable,,,fa1553da-4a14-5410-8184-5526463b06ba,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-54,31,85,54,a04c4165-6e74-5277-80c1-d3e20d59161e,"SALES_RESERVATION=-2518, SUPPLIER_DELIVERY=2549",2026-04-17
PSPB-3550 OH,SPB-3550 OH,V-Belts,actionable,,,0a62d681-64d6-52ed-87b3-efbb7b48b8a8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,53,105,52,-53,a5e0daab-a056-559e-9f78-55bc2af27d9a,"SALES_RESERVATION=-646, SUPPLIER_DELIVERY=751",2026-04-17
RA037-6,日本齒帶 A-37,Timing Belts,actionable,,,0ffe3eb3-f135-5120-8c49-b570af39781e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-53,-39,14,53,5def9d70-94a5-5c67-95a2-bf2b52d96f17,"SALES_RESERVATION=-847, SUPPLIER_DELIVERY=808",2026-04-17
PD290,三角皮帶 D-290,V-Belts,actionable,,,3691309e-92e4-526e-8327-6edfe27f307d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-53,-34,19,53,9039dd90-43c8-597c-be10-4da16428356e,"SALES_RESERVATION=-198, SUPPLIER_DELIVERY=164",2026-04-17
P3V-0375  OH,P3V-0375  OH,V-Belts,actionable,,,7409aed6-10d5-5ea7-b55b-a5516aa3f98d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,53,122,69,-53,0d165da0-2b34-549a-af5c-dedd1bc5a7e1,"SALES_RESERVATION=-128, SUPPLIER_DELIVERY=250",2026-04-17
VA044,齒型皮帶 A-44,V-Belts,actionable,,,7bb777d3-64b1-56cc-9828-462cf5dfe664,26c77257-0dee-5c1a-a0aa-62ffa0603a01,53,132,79,-53,744f4772-b3d4-52b5-8150-cb6809af6d7f,"SALES_RESERVATION=-19, SUPPLIER_DELIVERY=151",2026-04-17
3V0450-2,日本 3V-450,V-Belts,actionable,,,8933ebb0-e6ba-5b6d-86aa-2efcf7a11278,26c77257-0dee-5c1a-a0aa-62ffa0603a01,53,61,8,-53,e26340d4-838a-55e8-aaad-4d3a53b6cb7d,"SALES_RESERVATION=-686, SUPPLIER_DELIVERY=747",2026-04-17
PSPA-1532 OH,SPA-1532  OH,V-Belts,actionable,,,925a50d9-6111-53ba-8af5-4f65af91529d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-53,43,96,53,66d9db50-64e1-5a93-b3af-ccbe3ada743d,"SALES_RESERVATION=-493, SUPPLIER_DELIVERY=536",2026-04-17
BO087,OH B-87,V-Belts,actionable,,,ecdcb20b-4a01-509e-97b3-802d775576fa,26c77257-0dee-5c1a-a0aa-62ffa0603a01,53,103,50,-53,1f17a177-f28c-5cf9-992b-1102baa08d34,"SALES_RESERVATION=-370, SUPPLIER_DELIVERY=473",2026-04-17
PSPA-807  OH,SPA-807   OH,V-Belts,actionable,,,0046179f-492c-53c9-8616-d8d38e115e31,26c77257-0dee-5c1a-a0aa-62ffa0603a01,52,132,80,-52,40d92e07-10e9-5d81-b599-f3d51910a474,SUPPLIER_DELIVERY=132,2026-04-17
PSPA-1300 OH,SPA-1300  OH,V-Belts,actionable,,,36f84ad2-db4b-5bc0-8386-9ae06a0e2b8b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,52,116,64,-52,48777751-34ab-5cc1-87bc-410cc542ed3e,"SALES_RESERVATION=-18, SUPPLIER_DELIVERY=134",2026-04-17
PSPA-925  OH,SPA-925   OH,V-Belts,actionable,,,4d3796d4-3eff-5b4a-aa27-7296ebc51a45,26c77257-0dee-5c1a-a0aa-62ffa0603a01,52,126,74,-52,724a1da3-ae3a-51fc-8429-bf1fb2cbe25d,"SALES_RESERVATION=-30, SUPPLIER_DELIVERY=156",2026-04-17
PSPA-850  OH,SPA-850   OH,V-Belts,actionable,,,737ed3b6-0f3b-5e40-86c6-a383140c227c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,52,130,78,-52,0dd5d032-7a51-56a7-acb3-2410e6c4e3d4,"SALES_RESERVATION=-32, SUPPLIER_DELIVERY=162",2026-04-17
PSPA-757  OH,SPA-757   OH,V-Belts,actionable,,,7c2ab820-60a8-528f-a10f-a2e223df1bd5,26c77257-0dee-5c1a-a0aa-62ffa0603a01,52,108,56,-52,dcb6586f-9489-539f-8828-9b7f3f804e53,"SALES_RESERVATION=-28, SUPPLIER_DELIVERY=136",2026-04-17
PSPA-1269 OH,SPA-1269  OH,V-Belts,actionable,,,8927057c-1c8e-57ce-b999-415db4d5de5c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,52,98,46,-52,417d58df-7c3f-5d2e-8bb8-dd0f4d9c56de,"SALES_RESERVATION=-8, SUPPLIER_DELIVERY=106",2026-04-17
PSPA-1407 OH,SPA-1407  OH,V-Belts,actionable,,,97613e67-9f81-545b-a8c6-41b1f939b5bc,26c77257-0dee-5c1a-a0aa-62ffa0603a01,52,130,78,-52,18d6395a-4146-5634-af63-7af5df033ca6,"SALES_RESERVATION=-166, SUPPLIER_DELIVERY=296",2026-04-17
PSPB-3000 OH,SPB-3000 OH,V-Belts,actionable,,,9a8df2e1-d64d-56d2-9e74-f5b4dfb55ed3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-52,-28,24,52,14113b4f-4681-54f9-a39d-f618c3d338f4,"SALES_RESERVATION=-700, SUPPLIER_DELIVERY=672",2026-04-17
PSPA-732  OH,SPA-732   OH,V-Belts,actionable,,,9b0b20bc-5e80-54cf-826c-8701ce77f145,26c77257-0dee-5c1a-a0aa-62ffa0603a01,52,122,70,-52,75f23137-832f-5bb8-8cf9-38d9559a8229,"SALES_RESERVATION=-14, SUPPLIER_DELIVERY=136",2026-04-17
PC085,三角皮帶 C-85,V-Belts,actionable,,,9cb78d64-fae5-5205-b949-356b72769a17,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-52,17,69,52,67868639-f4a5-5ed6-ac3e-af9f35c33fa1,"SALES_RESERVATION=-2510, SUPPLIER_DELIVERY=2527",2026-04-17
3V0630-2,日本 3V-630,V-Belts,actionable,,,9dc5b7de-94da-5683-b518-aebb6b61d85b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-52,-52,0,52,ef9ff943-c3fb-587f-bf94-b41e46e8e7b4,"SALES_RESERVATION=-122, SUPPLIER_DELIVERY=70",2026-04-17
PSPA-1790 OH,SPA-1790  OH,V-Belts,actionable,,,a660c169-f8d5-57c6-bf98-1dc2221a99c2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,52,146,94,-52,47a3e41f-30bd-532f-893e-fd990da0af1e,SUPPLIER_DELIVERY=146,2026-04-17
PSPA-800  OH,SPA-800   OH,V-Belts,actionable,,,b28a913d-d6d4-5b13-affa-ecd256b846f9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,52,129,77,-52,a513263b-b5f1-526e-b2b8-2ebc9599f93d,SUPPLIER_DELIVERY=129,2026-04-17
BO045,OH B-45,V-Belts,actionable,,,c126ea15-44f5-52d1-9d69-23a420f030ad,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-52,183,235,52,da8a20e7-d8c5-55b7-9af4-f6fdb5b775eb,"SALES_RESERVATION=-10366, SUPPLIER_DELIVERY=10549",2026-04-17
VA056,齒型皮帶 A-56,V-Belts,actionable,,,d08c53e9-bcb0-50ec-9a5a-6150f92a6518,26c77257-0dee-5c1a-a0aa-62ffa0603a01,52,112,60,-52,60db8ee3-edde-5aff-9210-9f92184adbdc,"SALES_RESERVATION=-77, SUPPLIER_DELIVERY=189",2026-04-17
BO025,OH B-25,V-Belts,actionable,,,dc4f2782-2192-53ca-beaa-29eb0db13104,26c77257-0dee-5c1a-a0aa-62ffa0603a01,52,52,0,-52,f3b747c4-d60f-5352-b6fb-e2ea2481f28e,"SALES_RESERVATION=-8, SUPPLIER_DELIVERY=60",2026-04-17
PC176,三角皮帶 C-176,V-Belts,actionable,,,ef8dce7e-9450-590e-9a4a-0a0080652f8b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-52,-21,31,52,0ae695ff-a196-505a-8eed-53490ad3419c,"SALES_RESERVATION=-423, SUPPLIER_DELIVERY=402",2026-04-17
PB161,三角皮帶 B-161,V-Belts,actionable,,,f7dd31ee-79f2-5288-85e6-77e8535eb65b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-52,-37,15,52,3c9ad36e-c6e7-53c6-8f77-b5af013fb5d1,"SALES_RESERVATION=-162, SUPPLIER_DELIVERY=125",2026-04-17
LK036-3,大山 K-36,V-Belts,actionable,,,fea065b4-c71a-557f-a0ac-30193a704d37,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-52,-52,0,52,b7380cdc-a891-5d11-9692-f04d814f4a70,"SALES_RESERVATION=-162, SUPPLIER_DELIVERY=110",2026-04-17
PSPA-975  OH,SPA-975   OH,V-Belts,actionable,,,22be6864-736b-5277-b5a5-377c3046861e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,51,143,92,-51,e3eb35ff-64c2-56bd-ad4d-c95ad44fc5c0,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=144",2026-04-17
AO078,OH A-78,V-Belts,actionable,,,5f9f4f3f-9c70-5d78-a95a-44a694b3020d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,51,165,114,-51,e63784c9-eb67-546a-bc8d-23d9f1b0350a,"SALES_RESERVATION=-512, SUPPLIER_DELIVERY=677",2026-04-17
BO096,OH B-96,V-Belts,actionable,,,6e0a041d-95ea-5469-8428-af4ff1d1b6aa,26c77257-0dee-5c1a-a0aa-62ffa0603a01,51,76,25,-51,28570d1a-8b43-5cfb-93ae-16691e30b5be,"SALES_RESERVATION=-390, SUPPLIER_DELIVERY=466",2026-04-17
BO086,OH B-86,V-Belts,actionable,,,71dc05b8-2d83-5564-9830-d8b41c9bc08b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,51,166,115,-51,9c053de6-83c8-5b63-9e43-2434953cda27,"SALES_RESERVATION=-580, SUPPLIER_DELIVERY=746",2026-04-17
PC137,三角皮帶 C-137,V-Belts,actionable,,,7a446f72-1718-5431-8eaa-04a9573134f5,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-51,-4,47,51,3ea579dc-5a3a-5a45-91f9-2a705fb7a17b,"SALES_RESERVATION=-884, SUPPLIER_DELIVERY=880",2026-04-17
PSPB-3200 OH,SPB-3200 OH,V-Belts,actionable,,,c21494a0-6a95-504c-8630-fe09887b90c2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,51,130,79,-51,d4817469-6aae-557d-abfa-266eb5297fe1,"SALES_RESERVATION=-86, SUPPLIER_DELIVERY=216",2026-04-17
PD155,三角皮帶 D-155,V-Belts,actionable,,,1aec1807-f40d-5220-ad2d-930a7ecda102,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-50,-13,37,50,c7c60d30-b6ae-5284-ae8a-b98a8a35d690,"SALES_RESERVATION=-1022, SUPPLIER_DELIVERY=1009",2026-04-17
BMT-22*8*1140,變速皮帶 22*8*1140,Variable-Speed Belts,actionable,,,22c7e3ef-b1d7-503c-9ba8-6948e3df0895,26c77257-0dee-5c1a-a0aa-62ffa0603a01,50,50,0,-50,b3b1b58f-c0ee-5666-ba95-242b11fae90b,SUPPLIER_DELIVERY=50,2026-04-17
P3V-0330  OH,P3V-0330  OH,V-Belts,actionable,,,291edc35-17c3-5ac7-ac0a-144167abcabb,26c77257-0dee-5c1a-a0aa-62ffa0603a01,50,139,89,-50,d83a6f90-0f75-5c5f-bf7c-28812ddf9de5,"SALES_RESERVATION=-61, SUPPLIER_DELIVERY=200",2026-04-17
PF042,三角皮帶 FM-42,V-Belts,actionable,,,382a4880-ee3d-536d-b85f-4d9689c21d5e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-50,-50,0,50,bf18490e-fdea-5fb0-b4a1-ee56bc4558d3,"SALES_RESERVATION=-150, SUPPLIER_DELIVERY=100",2026-04-17
PC193,三角皮帶 C-193,V-Belts,actionable,,,39d620b7-a089-5bc9-9715-72a9581a4300,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-50,165,215,50,c80d81e8-b70a-5231-a881-5e7a9b5c29a6,"SALES_RESERVATION=-419, SUPPLIER_DELIVERY=584",2026-04-17
PSPA-1120 OH,SPA-1120  OH,V-Belts,actionable,,,4ce1b80b-0e21-5e17-8842-64cbaa172ca3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,50,106,56,-50,e5c4d120-8873-5733-a890-ac6e558a794e,"SALES_RESERVATION=-50, SUPPLIER_DELIVERY=156",2026-04-17
RM031-6,日本齒帶 FM-31,Timing Belts,actionable,,,588f2b1a-206b-56c6-afae-3d0ccd037159,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-50,-14,36,50,11aaa72c-1b74-5de3-9351-8e71abc80067,"SALES_RESERVATION=-407, SUPPLIER_DELIVERY=393",2026-04-17
PB199,三角皮帶 B-199,V-Belts,actionable,,,5ea0db19-70a5-5097-a864-d1c424ec83c8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-50,-32,18,50,21377387-4b14-51c8-81c7-46afbb350a86,"SALES_RESERVATION=-52, SUPPLIER_DELIVERY=20",2026-04-17
LPS-14 7*1160,LPS-14 7*1160,Flat / Specialty Belts,actionable,,,97eac331-7d95-54f7-b5aa-94ce68c49832,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-50,-50,0,50,89c9d988-a01c-567e-b2bd-f78d15c50cfd,"SALES_RESERVATION=-150, SUPPLIER_DELIVERY=100",2026-04-17
PK4-870,4PK-870,Ribbed Belts,actionable,,,98f46595-d466-569d-b84a-6523ca792ca2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,50,50,0,-50,7b12894d-9936-5325-a80d-2273045e194b,SUPPLIER_DELIVERY=50,2026-04-17
PC058,三角皮帶 C-58,V-Belts,actionable,,,a5a1602e-9404-59c9-ac5f-cbf71e94923e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-50,-22,28,50,919c9341-5097-5e72-8247-dc7e59321cfa,"SALES_RESERVATION=-529, SUPPLIER_DELIVERY=507",2026-04-17
LPS-14 7*1130,LPS-14 7*1130,Flat / Specialty Belts,actionable,,,ab49e6cb-fffd-5228-ad99-01970cc88cb1,26c77257-0dee-5c1a-a0aa-62ffa0603a01,50,50,0,-50,8a35fd46-3a3d-5c27-a8fb-7be78f256055,"SALES_RESERVATION=-60, SUPPLIER_DELIVERY=110",2026-04-17
PC205,三角皮帶 C-205,V-Belts,actionable,,,c8192ca2-e098-5698-b30e-d7240548889a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-50,-10,40,50,be057f4e-8c0e-593a-8347-ab7cc458f617,"SALES_RESERVATION=-794, SUPPLIER_DELIVERY=784",2026-04-17
PC188,三角皮帶 C-188,V-Belts,actionable,,,d22aa87a-14dd-5307-9613-47c339b8adee,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-50,-27,23,50,b6298b99-e5ff-5c46-b189-5a133ebf1362,"SALES_RESERVATION=-192, SUPPLIER_DELIVERY=165",2026-04-17
PC212,三角皮帶 C-212,V-Belts,actionable,,,d34259ef-c420-523b-8b8d-d19f8267cdb6,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-50,-12,38,50,4a9ec021-9e1e-55a7-b64e-f7c5107e79e7,"SALES_RESERVATION=-173, SUPPLIER_DELIVERY=161",2026-04-17
PC187,三角皮帶 C-187,V-Belts,actionable,,,1f6a2eea-48ed-5782-9567-f1b8e86f7988,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-49,-20,29,49,6b2dd27b-2e86-5864-8b85-1c1003bbd87b,"SALES_RESERVATION=-275, SUPPLIER_DELIVERY=255",2026-04-17
VB049,齒型皮帶 B-49,Variable-Speed Belts,actionable,,,255c24b7-d927-5a7a-ae49-52cfefeb4dfa,26c77257-0dee-5c1a-a0aa-62ffa0603a01,49,176,127,-49,be1180a4-d3df-5c9a-8e4f-16f5d6929f12,"SALES_RESERVATION=-28, SUPPLIER_DELIVERY=204",2026-04-17
RM024-6,日本齒帶 FM-24,Timing Belts,actionable,,,3f3bb18b-0c67-5c44-aeb8-b67d316d9ae2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-49,-42,7,49,01b53b86-7fa8-5d76-8944-0aee22d70d6d,"SALES_RESERVATION=-61, SUPPLIER_DELIVERY=19",2026-04-17
PC133,三角皮帶 C-133,V-Belts,actionable,,,6dc240fe-8b02-5874-8a34-4ba31d8526ec,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-49,22,71,49,c943c905-fdee-5d41-898c-fd412f72d5d1,"SALES_RESERVATION=-1008, SUPPLIER_DELIVERY=1030",2026-04-17
OM039-6,耐熱皮帶 FM-39,V-Belts,actionable,,,73bdd8e4-6157-586f-8517-4c5f53352bde,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-49,-11,38,49,b767183a-524e-553e-b2d3-c68193ddfc8d,SALES_RESERVATION=-11,2026-04-17
PB230,三角皮帶 B-230,V-Belts,actionable,,,7556c88d-3bae-579c-b09a-97ceec471841,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-49,-16,33,49,fc1dc508-1126-5727-86e0-de48f6026362,"SALES_RESERVATION=-456, SUPPLIER_DELIVERY=440",2026-04-17
PF047,三角皮帶 FM-47,V-Belts,actionable,,,c3b955c3-d965-5cf6-8de4-ae26cf1744e3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-49,-24,25,49,05d45e7d-5e8b-5a78-be95-15feb0e05cfc,"SALES_RESERVATION=-148, SUPPLIER_DELIVERY=124",2026-04-17
PSPA-1700 OH,SPA-1700  OH,V-Belts,actionable,,,cc9c2af1-60c5-55c1-a7cc-d511817239fa,26c77257-0dee-5c1a-a0aa-62ffa0603a01,49,134,85,-49,663f3642-6264-571f-bdd6-73226d69e2fd,"SALES_RESERVATION=-498, SUPPLIER_DELIVERY=632",2026-04-17
PSPC-2240 OH,SPC-2240 OH,V-Belts,actionable,,,2af39cec-3e95-5be0-bd3e-30145ab29fa3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,48,117,69,-48,483eb71b-6932-50ad-93dc-01fd28041dfa,"SALES_RESERVATION=-19, SUPPLIER_DELIVERY=136",2026-04-17
P3V-0315  OH,P3V-0315  OH,V-Belts,actionable,,,476a9b58-06b8-5f2c-80ca-565a85c382a5,26c77257-0dee-5c1a-a0aa-62ffa0603a01,48,254,206,-48,5c39ab9e-30f3-5650-abfb-742d91c68f26,"SALES_RESERVATION=-392, SUPPLIER_DELIVERY=646",2026-04-17
PB176,三角皮帶 B-176,V-Belts,actionable,,,4796a160-6685-5c4f-9df8-b18244c824c8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-48,7,55,48,a8db2f86-28d4-56e3-9e89-169b5b0f82e1,"SALES_RESERVATION=-173, SUPPLIER_DELIVERY=180",2026-04-17
PSPB-4250 OH,SPB-4250 OH,V-Belts,actionable,,,6ed4265d-d1f6-5557-87e7-6e555d158570,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-48,-1,47,48,4d54cea2-a8f3-5406-8fb1-41e4478a4b93,"SALES_RESERVATION=-216, SUPPLIER_DELIVERY=215",2026-04-17
PSPA-782  OH,SPA-782   OH,V-Belts,actionable,,,6ef96b41-e8f6-5c27-abc1-9e3a75e22fe1,26c77257-0dee-5c1a-a0aa-62ffa0603a01,48,116,68,-48,5b7e05ac-e232-538e-8b57-7281681ff437,"SALES_RESERVATION=-16, SUPPLIER_DELIVERY=132",2026-04-17
PC122,三角皮帶 C-122,V-Belts,actionable,,,95ea4614-b405-510a-a76e-80f47472396f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-48,-7,41,48,d82aed9f-1fe8-52df-8ec5-65a64db14ab6,"SALES_RESERVATION=-1815, SUPPLIER_DELIVERY=1808",2026-04-17
PB205,三角皮帶 B-205,V-Belts,actionable,,,a0291536-92d6-5a6e-ba1b-021c661492de,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-48,6,54,48,2b62e3bd-2455-5274-bd79-156928ea7fe6,"SALES_RESERVATION=-229, SUPPLIER_DELIVERY=235",2026-04-17
PB235,三角皮帶 B-235,V-Belts,actionable,,,b20ed47f-d616-5b79-8c7a-62725dc5242c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-48,-21,27,48,c7bf6ca8-ec51-577c-be67-6b721ad72558,"SALES_RESERVATION=-233, SUPPLIER_DELIVERY=212",2026-04-17
PB190,三角皮帶 B-190,V-Belts,actionable,,,b2f8504d-f296-5b39-b033-ec551c94468d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-48,-8,40,48,2bbfe45e-d0f8-5950-8b8e-591b091e8daf,"SALES_RESERVATION=-208, SUPPLIER_DELIVERY=200",2026-04-17
VF060,齒型帶 3V FM-60,V-Belts,actionable,,,cb37d9c8-a77c-5738-8586-9f568e13f5e1,26c77257-0dee-5c1a-a0aa-62ffa0603a01,48,48,0,-48,3a39f108-5a3f-546c-a252-103ca5234199,SUPPLIER_DELIVERY=48,2026-04-17
PB111,三角皮帶 B-111,V-Belts,actionable,,,ce9c921d-1019-5527-86d2-b626e7c00054,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-48,42,90,48,8d9a8f7c-dcf9-5594-b14f-7ddb0df4af04,"SALES_RESERVATION=-3420, SUPPLIER_DELIVERY=3462",2026-04-17
P8V-1900 OH,8V-1900  OH,V-Belts,actionable,,,d4f7a176-1e60-5f78-916d-12719fe1e682,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-48,-18,30,48,a34bd9f9-58dc-57ce-b96b-7d820109c682,"SALES_RESERVATION=-78, SUPPLIER_DELIVERY=60",2026-04-17
PSPC-1700 OH,SPC-1700 OH,V-Belts,actionable,,,d7c79738-a440-5a18-9e26-c2325856e7e7,26c77257-0dee-5c1a-a0aa-62ffa0603a01,48,117,69,-48,d53ce234-a390-5772-a318-344223c9c593,"SALES_RESERVATION=-14, SUPPLIER_DELIVERY=131",2026-04-17
PA106,三角皮帶 A-106,V-Belts,actionable,,,e2a739a4-a461-5ce6-a4cb-fb8417bf3feb,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-48,2,50,48,d638b82a-8ce7-5b48-b700-0358fde0b505,"SALES_RESERVATION=-397, SUPPLIER_DELIVERY=399",2026-04-17
P5V-1450 OH,5V-1450  OH,V-Belts,actionable,,,ea1ebd3c-b0fd-5338-8201-a1d8272e5394,26c77257-0dee-5c1a-a0aa-62ffa0603a01,48,103,55,-48,a6e98e68-c221-5588-8b81-201a172dabe4,"SALES_RESERVATION=-47, SUPPLIER_DELIVERY=150",2026-04-17
P5V-0760 OH,5V-760   OH,V-Belts,actionable,,,fa1bf6e3-b467-566a-b321-d0b72476826e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,48,107,59,-48,343e8e47-6e0e-5e3a-a2a4-aeca4b323902,"SALES_RESERVATION=-54, SUPPLIER_DELIVERY=161",2026-04-17
RB046-6,日本齒帶 B-46,Timing Belts,actionable,,,fa2e67fe-8ffa-5789-a626-850121f764d3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-48,-48,0,48,a332f674-4761-59d3-8fed-9856da2b1c8b,"SALES_RESERVATION=-1088, SUPPLIER_DELIVERY=1040",2026-04-17
PSPA-832  OH,SPA-832   OH,V-Belts,actionable,,,611fa22f-07f8-568c-b9a8-e362088e1e30,26c77257-0dee-5c1a-a0aa-62ffa0603a01,47,160,113,-47,d47bf380-1347-5e56-9c2a-669961d23a4f,"SALES_RESERVATION=-73, SUPPLIER_DELIVERY=233",2026-04-17
RM045-6,日本齒帶 FM-45,Timing Belts,actionable,,,6995caf2-2669-5e22-9f5d-fd65ed8c93cd,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-47,-34,13,47,cd86c459-5f06-5c4f-a2e2-f757af5cc6ef,"SALES_RESERVATION=-101, SUPPLIER_DELIVERY=67",2026-04-17
